hum,tgt
CCRL2,Ccrl2
SEMA5A,Sema5a
TAAR5,Taar5
UBA3,Uba3
UBE2M,Ube2m
SPAG9,Spag9
BTAF1,Btaf1
RPL14,Rpl14
DOK2,Dok2
SH2D2A,Sh2d2a
ARTN,Artn
AIP,Aip
PSTPIP2,Pstpip2
PSTPIP1,Pstpip1
GPRC5A,Gprc5a
MAP7,Map7
NFS1,Nfs1
PRC1,Prc1
SLC7A7,Slc7a7
SLC7A6,Slc7a6
SLC13A2,Slc13a2
PAPSS2,Papss2
PAPSS1,Papss1
PIAS2,Pias2
MAP3K6,Map3k6
SYT7,Syt7
ANGPTL1,Angptl1
CLDN12,Cldn12
ASH2L,Ash2l
CLDN10,Cldn10
CLDN8,Cldn8
CLDN6,Cldn6
CLDN2,Cldn2
CLDN1,Cldn1
LDB2,Ldb2
CLDN9,Cldn9
PKMYT1,Pkmyt1
PIGQ,Pigq
SART1,Sart1
DNAJA3,Dnaja3
UNC119,Unc119
TBX19,Tbx19
TBX18,Tbx18
USP14,Usp14
USP2,Usp2
USP10,Usp10
USP8,Usp8
RGN,Rgn
MTMR6,Mtmr6
MTMR7,Mtmr7
MTMR4,Mtmr4
NMI,Nmi
MTA1,Mta1
LATS1,Lats1
ATP6V0D1,Atp6v0d1
SEC22C,Sec22c
INA,Ina
KRT75,Krt75
SLC16A6,Slc16a6
SLC16A5,Slc16a5
SLC16A4,Slc16a4
SLC16A3,Slc16a3
PDLIM1,Pdlim1
CNOT9,Cnot9
SMC3,Smc3
P2RX6,P2rx6
PRPF4,Prpf4
PRPF3,Prpf3
FAM50A,Fam50a
AIFM1,Aifm1
KCNQ4,Kcnq4
CCNB2,Ccnb2
CCNE2,Ccne2
RABEP1,Rabep1
RRP9,Rrp9
ARHGEF1,Arhgef1
CBFA2T2,Cbfa2t2
ATG12,Atg12
PDCD5,Pdcd5
SYNGR3,Syngr3
SYNGR2,Syngr2
SYNGR1,Syngr1
HGS,Hgs
NEMF,Nemf
NEURL1,Neurl1
DYRK1B,Dyrk1b
CTDP1,Ctdp1
SLC6A5,Slc6a5
SLC28A2,Slc28a2
SLC28A1,Slc28a1
EXO1,Exo1
FIBP,Fibp
PCSK7,Pcsk7
DGKI,Dgki
EBAG9,Ebag9
COX7A2L,Cox7a2l
TMSB10,Tmsb10
SCAF11,Scaf11
LPAR2,Lpar2
MYOM2,Myom2
IL1RL1,Il1rl1
MAP3K13,Map3k13
HTR3B,Htr3b
AP4M1,Ap4m1
OSMR,Osmr
ARHGEF2,Arhgef2
RASSF9,Rassf9
ZW10,Zw10
BUB3,Bub3
REPS2,Reps2
SLC24A1,Slc24a1
DDX21,Ddx21
DEDD,Dedd
SLC16A7,Slc16a7
KCNAB3,Kcnab3
SLC33A1,Slc33a1
HACD1,Hacd1
DCLK1,Dclk1
ZMYM4,Zmym4
ZMYM3,Zmym3
ZMYM6,Zmym6
ZMYM5,Zmym5
LRRFIP1,Lrrfip1
LRRFIP2,Lrrfip2
BMP15,Bmp15
LGI1,Lgi1
AURKB,Aurkb
XPR1,Xpr1
FCMR,Fcmr
LARGE1,Large1
VAPB,Vapb
VAPA,Vapa
MTA2,Mta2
NOLC1,Nolc1
MAGI1,Magi1
LRAT,Lrat
DLGAP2,Dlgap2
DLGAP1,Dlgap1
RAB11B,Rab11b
DLG5,Dlg5
PTTG1,Pttg1
CCPG1,Ccpg1
TBRG4,Tbrg4
PNMA1,Pnma1
NOG,Nog
MSC,Msc
CRLF1,Crlf1
GCNT3,Gcnt3
UBE2L6,Ube2l6
GCM2,Gcm2
GPR50,Gpr50
DHRS3,Dhrs3
RPS6KA5,Rps6ka5
NUMBL,Numbl
CACNA2D2,Cacna2d2
AIMP1,Aimp1
TSPOAP1,Tspoap1
MFHAS1,Mfhas1
PDLIM7,Pdlim7
MAPKAPK2,Mapkapk2
STK17B,Stk17b
CYTH3,Cyth3
CYTH2,Cyth2
CYTH1,Cyth1
ITGB1BP1,Itgb1bp1
PIWIL1,Piwil1
BCL7C,Bcl7c
BCL7B,Bcl7b
COPB2,Copb2
WDR46,Wdr46
ZBTB22,Zbtb22
MED14,Med14
GPR37L1,Gpr37l1
TAAR2,Taar2
ADGRG1,Adgrg1
GPR55,Gpr55
GPR52,Gpr52
S1PR2,S1pr2
SRSF11,Srsf11
ATP6V1F,Atp6v1f
SOCS6,Socs6
CD83,Cd83
ZNF235,Znf235
ASIC3,Asic3
KCNB2,Kcnb2
MMP20,Mmp20
KLF4,Klf4
NREP,Nrep
PTER,Pter
COPS2,Cops2
TRIP13,Trip13
TRIP12,Trip12
TRIP11,Trip11
TRIP10,Trip10
HMGN3,Hmgn3
TRIP4,Trip4
ZNHIT3,Znhit3
GTF3C5,Gtf3c5
GTF3C4,Gtf3c4
GTF3C3,Gtf3c3
B4GALT6,B4galt6
CD163,Cd163
TGM5,Tgm5
B4GALT5,B4galt5
CNOT8,Cnot8
TCEAL1,Tceal1
GLP2R,Glp2r
VAMP3,Vamp3
SNAP29,Snap29
EFTUD2,Eftud2
TAOK2,Taok2
NDST3,Ndst3
RPL23,Rpl23
CER1,Cer1
NHERF2,Nherf2
TXNL1,Txnl1
SLIT2,Slit2
UBE4A,Ube4a
LHX2,Lhx2
SLC22A6,Slc22a6
ITGBL1,Itgbl1
PPIG,Ppig
LONP1,Lonp1
CPNE6,Cpne6
RAB33A,Rab33a
RAB28,Rab28
KL,Kl
RAB9A,Rab9a
NHERF1,Nherf1
NRXN3,Nrxn3
ADIPOQ,Adipoq
KIF3B,Kif3b
ZFYVE9,Zfyve9
PLAA,Plaa
PPT2,Ppt2
TM9SF2,Tm9sf2
SLC22A8,Slc22a8
COX5A,Cox5a
NRXN1,Nrxn1
NRXN2,Nrxn2
GRHPR,Grhpr
OTOF,Otof
COG1,Cog1
LIPG,Lipg
SLC22A14,Slc22a14
SLC22A13,Slc22a13
CIAO1,Ciao1
TGFBRAP1,Tgfbrap1
HS6ST1,Hs6st1
NMT2,Nmt2
CD101,Cd101
STOML1,Stoml1
RECQL5,Recql5
RECQL4,Recql4
GRAP2,Grap2
SELENOF,Selenof
LPXN,Lpxn
ZRANB2,Zranb2
TMPRSS11D,Tmprss11d
PEX16,Pex16
SNRNP40,Snrnp40
ARHGAP29,Arhgap29
MED21,Med21
ENTREP1,Entrep1
TJP2,Tjp2
FADS2,Fads2
DDX23,Ddx23
CRIPT,Cript
CYP7B1,Cyp7b1
HAND1,Hand1
NTN1,Ntn1
KCNK6,Kcnk6
CDYL,Cdyl
ECEL1,Ecel1
ABCG2,Abcg2
CHST2,Chst2
NCR1,Ncr1
MED23,Med23
MED17,Med17
MED26,Med26
MED27,Med27
MED7,Med7
QKI,Qki
ITM2B,Itm2b
GSTO1,Gsto1
AIM2,Aim2
MAP4K4,Map4k4
LY86,Ly86
EIF2AK3,Eif2ak3
ITM2A,Itm2a
GGPS1,Ggps1
HOMER3,Homer3
HOMER2,Homer2
HOMER1,Homer1
FHL5,Fhl5
ARHGEF6,Arhgef6
RASAL2,Rasal2
PICK1,Pick1
HAND2,Hand2
AKAP7,Akap7
IL27RA,Il27ra
SH3BP5,Sh3bp5
PCYT1B,Pcyt1b
CHST3,Chst3
EIF4E2,Eif4e2
AKAP6,Akap6
THEMIS2,Themis2
ATG5,Atg5
ROCK2,Rock2
NAPSA,Napsa
MED20,Med20
CABP1,Cabp1
MAPK8IP1,Mapk8ip1
ONECUT2,Onecut2
SLC25A27,Slc25a27
STX8,Stx8
CHST10,Chst10
PIGL,Pigl
PIGB,Pigb
PGS1,Pgs1
PSMF1,Psmf1
KIF23,Kif23
AKAP5,Akap5
TBX4,Tbx4
SLC4A7,Slc4a7
SLC4A8,Slc4a8
MYOT,Myot
MAGED1,Maged1
RPH3AL,Rph3al
ADAMTS4,Adamts4
ADAMTS3,Adamts3
ADAMTS2,Adamts2
ADAMTS1,Adamts1
PMPCB,Pmpcb
FXR2,Fxr2
GAL3ST1,Gal3st1
STXBP5L,Stxbp5l
LITAF,Litaf
SPTLC2,Sptlc2
GDF15,Gdf15
NPEPPS,Npepps
EEF1E1,Eef1e1
SCAMP1,Scamp1
TECR,Tecr
VPS4B,Vps4b
MPDU1,Mpdu1
GOSR1,Gosr1
TMEM59,Tmem59
BAG5,Bag5
BAG4,Bag4
BAG3,Bag3
BAG2,Bag2
POLR1C,Polr1c
GMFG,Gmfg
PTGES,Ptges
TP53I11,Tp53i11
EI24,Ei24
CIR1,Cir1
NRG2,Nrg2
IGDCC3,Igdcc3
RAB3D,Rab3d
APBA3,Apba3
CXCL14,Cxcl14
ATP6V1G1,Atp6v1g1
ATP5MF,Atp5mf
SPAG7,Spag7
MRPL33,Mrpl33
SEC22B,Sec22b
MACROH2A1,Macroh2a1
ATP5MJ,Atp5mj
CHD1L,Chd1l
VPS26A,Vps26a
MINPP1,Minpp1
H6PD,H6pd
BCAR1,Bcar1
GTPBP1,Gtpbp1
GABBR2,Gabbr2
GTF2IRD1,Gtf2ird1
GOSR2,Gosr2
NR1D1,Nr1d1
GDF3,Gdf3
CLOCK,Clock
SPAG6,Spag6
BABAM2,Babam2
CDC42BPB,Cdc42bpb
SOX13,Sox13
PREPL,Prepl
ENTPD4,Entpd4
RBM39,Rbm39
KIF20B,Kif20b
CREB5,Creb5
MAD2L1BP,Mad2l1bp
PRDX6,Prdx6
WTAP,Wtap
AKAP12,Akap12
IER2,Ier2
CYTIP,Cytip
OR1R1P,Or1r1
PITPNM1,Pitpnm1
PDIA4,Pdia4
NFE2L3,Nfe2l3
RNF14,Rnf14
VPS9D1,Vps9d1
CARTPT,Cartpt
RAB36,Rab36
RIN1,Rin1
NCOR1,Ncor1
NCOR2,Ncor2
GDA,Gda
RNF7,Rnf7
MTRF1,Mtrf1
TRAF4,Traf4
ABCG1,Abcg1
CELSR1,Celsr1
KLK4,Klk4
AATK,Aatk
SNCAIP,Sncaip
RGS6,Rgs6
GNA14,Gna14
NUP155,Nup155
SEC24C,Sec24c
TESMIN,Tesmin
CLCA2,Clca2
ISG15,Isg15
FEZ2,Fez2
FEZ1,Fez1
ARHGEF10,Arhgef10
ZNF592,Zfp592
IKBKE,Ikbke
MORF4L2,Morf4l2
SH3PXD2A,Sh3pxd2a
MICAL2,Mical2
CTR9,Ctr9
PPM1F,Ppm1f
GCC2,Gcc2
RALGPS1,Ralgps1
MTFR1,Mtfr1
PLCH2,Plch2
SKIC3,Skic3
HS2ST1,Hs2st1
TTLL4,Ttll4
SOCS5,Socs5
MDC1,Mdc1
IQCB1,Iqcb1
ZNF516,Zfp516
PDE4DIP,Pde4dip
CEP135,Cep135
LPIN2,Lpin2
MARF1,Marf1
DZIP3,Dzip3
SAFB2,Safb2
EIF5B,Eif5b
IPO13,Ipo13
WSCD2,Wscd2
SDC3,Sdc3
SLC25A44,Slc25a44
KIAA0040,Kiaa0040
TTI1,Tti1
PPIP5K1,Ppip5k1
PHF14,Phf14
FAM53B,Fam53b
DEPDC5,Depdc5
KDM4A,Kdm4a
N4BP1,N4bp1
LRRC14,Lrrc14
CLINT1,Clint1
VGLL4,Vgll4
GREB1,Greb1
NUP93,Nup93
BZW1,Bzw1
UBE3C,Ube3c
PRORP,Prorp
RAPGEF2,Rapgef2
EMC2,Emc2
EDEM1,Edem1
CROCC,Crocc
TRAM2,Tram2
PUM1,Pum1
RIMS2,Rims2
ESPL1,Espl1
PPP6R2,Ppp6r2
CEP57,Cep57
BLTP2,Bltp2
DHX34,Dhx34
ST18,St18
ULK2,Ulk2
PCDHGA8,Pcdhga8
HERPUD1,Herpud1
GARRE1,Garre1
RUBCN,Rubcn
USP6NL,Usp6nl
FAM131B,Fam131b
AQR,Aqr
SEC14L5,Sec14l5
ECE2,Ece2
ADAMTSL2,Adamtsl2
GPRIN2,Gprin2
NOS1AP,Nos1ap
SEMA3E,Sema3e
TMEM63A,Tmem63a
ZNF646,Zfp646
RAB11FIP3,Rab11fip3
SECISBP2L,Secisbp2l
KIAA0408,9330159F19Rikl
DCAF1,Dcaf1
CEP104,Cep104
DOCK4,Dock4
SART3,Sart3
HDAC9,Hdac9
KNTC1,Kntc1
USP34,Usp34
GPRASP1,Gprasp1
CCP110,Ccp110
SETD1A,Setd1a
LAPTM4A,Laptm4a
IFT140,Ift140
ARHGAP32,Arhgap32
ACAP1,Acap1
ZNF536,Zfp536
CLSTN3,Clstn3
TCAF1,Tcaf1
SLK,Slk
PHACTR2,Phactr2
RIPOR2,Ripor2
SNPH,Snph
ZSCAN12,Zscan12
STARD8,Stard8
TBKBP1,Tbkbp1
KMT2B,Kmt2b
FRMPD4,Frmpd4
HDAC4,Hdac4
TOX,Tox
MLEC,Mlec
LZTS3,Lzts3
KIAA0513,6430548M08Rikl
ZFYVE16,Zfyve16
SUSD6,Susd6
JADE3,Jade3
PCLAF,Pclaf
RASSF2,Rassf2
RAPGEF5,Rapgef5
TMEM94,Tmem94
BCLAF1,Bclaf1
EIF4A3,Eif4a3
ATG13,Atg13
TM9SF4,Tm9sf4
KIAA0232,Kiaa0232
TBC1D5,Tbc1d5
PIEZO1,Piezo1
RNF144A,Rnf144a
MATR3,Matr3
RIMS3,Rims3
SNX17,Snx17
DHX38,Dhx38
KIAA0586,Kiaa0586
DLGAP5,Dlgap5
MTSS1,Mtss1
SPCS2,Spcs2
BMS1,Bms1
PTDSS1,Ptdss1
SERTAD2,Sertad2
CKAP5,Ckap5
MAML1,Maml1
PHYHIP,Phyhip
TATDN2,Tatdn2
IST1,Ist1
MRPL19,Mrpl19
DAZAP2,Dazap2
TOMM20,Tomm20
SCRN1,Scrn1
SPOCK2,Spock2
IP6K1,Ip6k1
RNF40,Rnf40
CTIF,Ctif
DELE1,Dele1
EFCAB14,Efcab14
SFI1,Sfi1
GIT2,Git2
URB2,Urb2
KEAP1,Keap1
NUP58,Nup58
TSC22D2,Tsc22d2
CUL7,Cul7
RB1CC1,Rb1cc1
ARMCX2,Armcx2
ARHGAP11A,Arhgap11a
SPATA2,Spata2
ARHGEF11,Arhgef11
RGP1,Rgp1
ARHGEF17,Arhgef17
DNAJC6,Dnajc6
TRIM14,Trim14
ZNF623,Zfp623
JAKMIP2,Jakmip2
MELK,Melk
LCMT2,Lcmt2
GINS1,Gins1
ZEB2,Zeb2
ZBTB24,Zbtb24
PLEKHM1,Plekhm1
HEPH,Heph
ELMO1,Elmo1
GAB2,Gab2
C2CD5,C2cd5
MFAP3L,Mfap3l
ZNF518A,Zfp518a
KIAA0753,4933427D14Rikl
EPM2AIP1,Epm2aip1
RUSC2,Rusc2
C2CD2L,C2cd2l
FARP2,Farp2
KIAA0319,Kiaa0319
CEP350,Cep350
PPP1R26,Ppp1r26
CEP170,Cep170
LRIG2,Lrig2
PSMD6,Psmd6
MED24,Med24
MAGI2,Magi2
TRIL,Tril
TRIM66,Trim66
PJA2,Pja2
TOMM70,Tomm70
SETDB1,Setdb1
AREL1,Arel1
SEC24D,Sec24d
FCHSD2,Fchsd2
TLK1,Tlk1
URB1,Urb1
ZC3H11A,Zc3h11a
TOX4,Tox4
DDX46,Ddx46
ZBTB39,Zbtb39
TRANK1,Trank1
TBC1D4,Tbc1d4
OSBPL2,Osbpl2
RHOBTB1,Rhobtb1
SMG7,Smg7
ZBED4,Zbed4
PLPPR4,Plppr4
NUAK1,Nuak1
SNAP91,Snap91
TELO2,Telo2
TECPR2,Tecpr2
FIG4,Fig4
WASHC5,Washc5
UBAP2L,Ubap2l
SV2B,Sv2b
SV2A,Sv2a
SRGAP3,Srgap3
MRC2,Mrc2
KLHL21,Klhl21
RBM19,Rbm19
SGSM2,Sgsm2
AP5Z1,Ap5z1
G3BP2,G3bp2
DENND4B,Dennd4b
RABGAP1L,Rabgap1l
TMCC2,Tmcc2
ARHGAP44,Arhgap44
SUPT7L,Supt7l
ATP2C2,Atp2c2
ARNT2,Arnt2
FAM20B,Fam20b
NCAPD2,Ncapd2
SEC16A,Sec16a
KBTBD11,Kbtbd11
RNF10,Rnf10
IQSEC1,Iqsec1
ZBTB40,Zbtb40
PAN2,Pan2
ZBTB5,Zbtb5
LPGAT1,Lpgat1
MFN2,Mfn2
KIF14,Kif14
JOSD1,Josd1
HELZ,Helz
PUM3,Pum3
P2RY14,P2ry14
MAFB,Mafb
CD302,Cd302
DCLRE1A,Dclre1a
ARHGAP25,Arhgap25
RBM8A,Rbm8a
DLEC1,Dlec1
EXOG,Exog
XYLB,Xylb
OXSR1,Oxsr1
GFPT2,Gfpt2
CRYZL1,Cryzl1
WDR1,Wdr1
AMMECR1,Ammecr1
GOLGA5,Golga5
HS3ST4,Hs3st4
HS3ST3B1,Hs3st3b1
HS3ST2,Hs3st2
HS3ST1,Hs3st1
USP15,Usp15
USP3,Usp3
MVP,Mvp
SLC23A2,Slc23a2
SLC23A1,Slc23a1
FGF19,Fgf19
TNFSF15,Tnfsf15
THRAP3,Thrap3
MED12,Med12
MED13,Med13
NR1I3,Nr1i3
NR1H4,Nr1h4
NUP153,Nup153
CCS,Ccs
NR1D2,Nr1d2
RBX1,Rbx1
DOP1B,Dop1b
FGFBP1,Fgfbp1
THOC1,Thoc1
REC8,Rec8
RCE1,Rce1
HNRNPDL,Hnrnpdl
DMTF1,Dmtf1
PPP4R1,Ppp4r1
SLC12A6,Slc12a6
PTBP3,Ptbp3
KCNE2,Kcne2
DGCR2,Dgcr2
CASP8AP2,Casp8ap2
AKT3,Akt3
MED6,Med6
NR2E3,Nr2e3
NAALAD2,Naalad2
NAALADL1,Naaladl1
ACOT8,Acot8
ABI1,Abi1
GNPDA1,Gnpda1
KCNE3,Kcne3
ZBTB33,Zbtb33
TANK,Tank
SRA1,Sra1
HDAC6,Hdac6
HDAC5,Hdac5
PDCD6IP,Pdcd6ip
PDCD6,Pdcd6
BCL2L10,Bcl2l10
BCL2L11,Bcl2l11
SH2B3,Sh2b3
GNE,Gne
HCN4,Hcn4
INSL5,Insl5
FRAT1,Frat1
TROAP,Troap
MED16,Med16
PIGK,Pigk
CHAF1A,Chaf1a
PARP2,Parp2
PARP3,Parp3
TOM1L1,Tom1l1
HMGXB4,Hmgxb4
TOM1,Tom1
SH2D3C,Sh2d3c
CST8,Cst8
RANBP9,Ranbp9
DNAJB6,Dnajb6
SLC17A4,Slc17a4
SMC4,Smc4
GJC1,Gjc1
AP1M2,Ap1m2
UBA2,Uba2
SAE1,Sae1
FARSB,Farsb
ABCC5,Abcc5
ABCB6,Abcb6
DNM1L,Dnm1l
ABCC9,Abcc9
ABCF2,Abcf2
NR1H3,Nr1h3
COX17,Cox17
SCAMP2,Scamp2
SCAMP3,Scamp3
IL18BP,Il18bp
RWDD2B,Rwdd2b
MUC12,LOC120095955
DPP3,Dpp3
SNUPN,Snupn
HUWE1,Huwe1
PTPRU,Ptpru
TSPAN32,Tspan32
TSSC4,Tssc4
ATP9A,Atp9a
PDCD7,Pdcd7
GPC6,Gpc6
USH1C,Ush1c
PQBP1,Pqbp1
EDIL3,Edil3
HHLA1,Hhla1
CERT1,Cert1
KCNK7,Kcnk7
UST,Ust
ARPC5,Arpc5
ARPC4,Arpc4
ARPC3,Arpc3
ARPC1B,Arpc1b
ACTR3,Actr3
ACTR2,Actr2
TSPAN5,Tspan5
TSPAN3,Tspan3
TSPAN2,Tspan2
NUBP2,Nubp2
TSFM,Tsfm
TSPAN1,Tspan1
PPIF,Ppif
CTDSP2,Ctdsp2
TRIM10,Trim10
ARPC2,Arpc2
SGK2,Sgk2
RAD50,Rad50
KIF20A,Kif20a
PREB,Preb
HIPK3,Hipk3
FEM1B,Fem1b
ENAM,Enam
ACTR1B,Actr1b
ACTR1A,Actr1a
ARL4C,Arl4c
ARL4A,Arl4a
RASGRP1,Rasgrp1
DNAL4,Dnal4
ZNF263,Zfp263
LRPPRC,Lrpprc
FRY,Fry
PDIA6,Pdia6
TRAP1,Trap1
OPTN,Optn
BCAP31,Bcap31
NAMPT,Nampt
RBM12,Rbm12
YAF2,Yaf2
ARFRP1,Arfrp1
TOB1,Tob1
AKAP9,Akap9
CLEC3A,Clec3a
FAM13A,Fam13a
G3BP1,G3bp1
SUGP2,Sugp2
EBI3,Ebi3
ADGRG2,Adgrg2
MBNL2,Mbnl2
ABI2,Abi2
CEBPZ,Cebpz
PLXNC1,Plxnc1
TRIM28,Trim28
RASA4,Rasa4
AASS,Aass
PDZK1IP1,Pdzk1ip1
ATP6AP2,Atp6ap2
FARP1,Farp1
LPAR6,Lpar6
LPCAT3,Lpcat3
WASF2,Wasf2
CHST4,Chst4
SLC25A13,Slc25a13
SLC25A15,Slc25a15
SERF2,Serf2
DHRS9,Dhrs9
RCL1,Rcl1
SORBS3,Sorbs3
CNIH1,Cnih1
TENM1,Tenm1
RBM7,Rbm7
RBM6,Rbm6
RBM5,Rbm5
LHFPL2,Lhfpl2
LHFPL6,Lhfpl6
TNK2,Tnk2
ALYREF,Alyref
TXNDC9,Txndc9
RNF41,Rnf41
TSHZ1,Tshz1
ALG3,Alg3
PRMT3,Prmt3
PSME3,Psme3
MPHOSPH9,Mphosph9
MPHOSPH10,Mphosph10
MPHOSPH6,Mphosph6
NME6,Nme6
DHRS2,Dhrs2
CALCRL,Calcrl
NUTF2,Nutf2
MPZL2,Mpzl2
TRIM13,Trim13
PATJ,Patj
USPL1,Uspl1
EIF1,Eif1
TOPORS,Topors
FLOT1,Flot1
DDX39A,Ddx39a
PSMD14,Psmd14
OLIG2,Olig2
PRG4,Prg4
CTDSPL,Ctdspl
ANGPTL7,Angptl7
KLRG1,Klrg1
GDF11,Gdf11
TRIB1,Trib1
GPA33,Gpa33
CD96,Cd96
PLIN3,Plin3
MFSD10,Mfsd10
STX6,Stx6
COQ7,Coq7
RCAN2,Rcan2
LRRC23,Lrrc23
LRRC17,Lrrc17
RASGRP2,Rasgrp2
HNRNPR,Hnrnpr
SLC35B1,Slc35b1
DCAF7,Dcaf7
AP3S2,Ap3s2
MRPS31,Mrps31
CALCOCO2,Calcoco2
KCNMB2,Kcnmb2
GPHN,Gphn
RABEPK,Rabepk
TIMM17B,Timm17b
SLC17A2,Slc17a2
RIDA,Rida
POP7,Pop7
SRRM1,Srrm1
SPRY3,Spry3
SPRY1,Spry1
SPRY2,Spry2
STAM2,Stam2
CNKSR1,Cnksr1
ABCC4,Abcc4
DENND4A,Dennd4a
IGSF6,Igsf6
SF3B4,Sf3b4
CDK2AP2,Cdk2ap2
IRX5,Irx5
RAMP2,Ramp2
RAMP1,Ramp1
RAMP3,Ramp3
ZMPSTE24,Zmpste24
AKAP8,Akap8
FSTL3,Fstl3
STUB1,Stub1
STAG1,Stag1
NET1,Net1
UBE4B,Ube4b
EFS,Efs
PRSS16,Prss16
SIGMAR1,Sigmar1
BET1,Bet1
CWC27,Cwc27
SAP18,Sap18
SMNDC1,Smndc1
BCAS2,Bcas2
RGS19,Rgs19
EIF1B,Eif1b
SPEG,Speg
SF3A1,Sf3a1
TRAIP,Traip
DNAJA2,Dnaja2
BCKDK,Bckdk
MAEA,Maea
APC2,Apc2
PAK4,Pak4
MARCHF6,Marchf6
KATNB1,Katnb1
SNAPC5,Snapc5
APBB3,Apbb3
CCNO,Ccno
VPS26C,Vps26c
TCIRG1,Tcirg1
RTN3,Rtn3
LANCL1,Lancl1
NMUR1,Nmur1
B3GALT5,B3galt5
TNIP1,Tnip1
LAMC3,Lamc3
IKZF1,Ikzf1
SMYD5,Smyd5
KLHL41,Klhl41
RRAGB,Rragb
AKR1A1,Akr1a1
EMC8,Emc8
RXYLT1,Rxylt1
CNPY2,Cnpy2
B3GNT3,B3gnt3
TLR6,Tlr6
IRAG1,Irag1
PCGF3,Pcgf3
TFG,Tfg
PKDREJ,Pkdrej
CCL26,Ccl26
TRDN,Trdn
ABCA7,Abca7
ABCA9,Abca9
ABCA8,Abca8
WARS2,Wars2
NPM3,Npm3
NPM2,Npm2
HMG20B,Hmg20b
HMG20A,Hmg20a
KLF2,Klf2
MICU1,Micu1
CACNG3,Cacng3
CACNG2,Cacng2
CITED2,Cited2
SEMA3A,Sema3a
TUBA1B,Tuba1b
IRF9,Irf9
BPNT1,Bpnt1
TUBB3,Tubb3
TUBB4A,Tubb4a
TUBB4B,Tubb4b
SYCP2,Sycp2
SCML2,Scml2
CEPT1,Cept1
CORO2B,Coro2b
NOD1,Nod1
ANAPC10,Anapc10
PRG3,Prg3
DLC1,Dlc1
ATP8A1,Atp8a1
NDRG1,Ndrg1
MYL9,Myl9
RACK1,Rack1
PEMT,Pemt
PIAS3,Pias3
ST3GAL6,St3gal6
NDC80,Ndc80
CPQ,Cpq
WFDC2,Wfdc2
BASP1,Basp1
RAPGEF3,Rapgef3
NSA2,Nsa2
YAP1,Yap1
SPON2,Spon2
SPON1,Spon1
PRMT5,Prmt5
TESK2,Tesk2
CD2BP2,Cd2bp2
UBAC1,Ubac1
CDIPT,Cdipt
PGRMC2,Pgrmc2
ARIH2,Arih2
TUBGCP3,Tubgcp3
SEC24B,Sec24b
CFDP1,Cfdp1
TMEM147,Tmem147
RBM14,Rbm14
LYPLA1,Lypla1
CDC42EP2,Cdc42ep2
EMG1,Emg1
IFI30,Ifi30
C1D,C1d
OLFM1,Olfm1
TIMM17A,Timm17a
N4BP2L2,N4bp2l2
ZER1,Zer1
MCRS1,Mcrs1
LRRN2,Lrrn2
FAM3C,Fam3c
ACAA2,Acaa2
PPIE,Ppie
VAV3,Vav3
TOMM40,Tomm40
TAB1,Tab1
ECI2,Eci2
HAX1,Hax1
GPNMB,Gpnmb
BAIAP2,Baiap2
MAD2L2,Mad2l2
TACC3,Tacc3
MERTK,Mertk
SLC30A9,Slc30a9
PIBF1,Pibf1
PPIH,Ppih
COG5,Cog5
ZNHIT1,Znhit1
FST,Fst
TIMM44,Timm44
PFDN6,Pfdn6
ZBTB18,Zbtb18
TADA3,Tada3
TRIM38,Trim38
ATP5PD,Atp5pd
UBE2E3,Ube2e3
SLC25A17,Slc25a17
SLC9A6,Slc9a6
EIF3M,Eif3m
HOXB13,Hoxb13
NXF1,Nxf1
SEC23B,Sec23b
SEC23A,Sec23a
CAP2,Cap2
CAP1,Cap1
CREB3,Creb3
LRRC41,Lrrc41
VTI1B,Vti1b
CRTAP,Crtap
SYNCRIP,Syncrip
VAT1,Vat1
STK25,Stk25
ENOX2,Enox2
UNC13B,Unc13b
CARM1,Carm1
NCOA2,Ncoa2
SEMA6C,Sema6c
SEMA6B,Sema6b
SEMA4F,Sema4f
SEMA4D,Sema4d
SEMA4B,Sema4b
SEMA3C,Sema3c
APPBP2,Appbp2
MYBBP1A,Mybbp1a
FBLN5,Fbln5
FBXW10,Fbxw10
CIB2,Cib2
CIB1,Cib1
DDX17,Ddx17
DEAF1,Deaf1
CHERP,Cherp
KAT5,Kat5
HYOU1,Hyou1
IPO8,Ipo8
IPO7,Ipo7
NOP56,Nop56
NEBL,Nebl
PITRM1,Pitrm1
ATG7,Atg7
ZNRD2,Znrd2
RNASEH2A,Rnaseh2a
P3H3,P3h3
UBD,Ubd
BATF,Batf
GLRX3,Glrx3
DCTN2,Dctn2
ANP32B,Anp32b
LAMTOR5,Lamtor5
PROCR,Procr
TM9SF1,Tm9sf1
PRDX4,Prdx4
ARL6IP5,Arl6ip5
AGR2,Agr2
ARPC1A,Arpc1a
HTATIP2,Htatip2
AGPAT1,Agpat1
AGPAT2,Agpat2
RPP30,Rpp30
RPP38,Rpp38
SPTLC1,Sptlc1
SLC35A1,Slc35a1
SLC19A2,Slc19a2
IFI44,Ifi44
OLFM4,Olfm4
CXCL13,Cxcl13
ARFGEF2,Arfgef2
ARFGEF1,Arfgef1
AKAP3,Akap3
RABAC1,Rabac1
SLC34A2,Slc34a2
SLU7,Slu7
DPYSL4,Dpysl4
SIVA1,Siva1
MRPL28,Mrpl28
CCT7,Cct7
CCT4,Cct4
